start_time,end_time,state,confidence,latitude,longitude,duration,tower_jump,same_time_diff_state,cell_types,location_score,velocity,distance,vehicle_type,is_location_change_possible,conflict_resolution,discarded_state,resolved_by
01/05/22 18:52,01/05/22 18:52,Connecticut,100,41.17286,-73.49633,1.0,True,DIFF_TIME_DIFF_STATE,voice,50,21564.20 km/h,,UNKNOWN,False,HIGH_VELOCITY,UNKNOWN,TOWER_JUMP_DETECTION
01/05/22 18:53,01/05/22 18:53,Connecticut,100,41.17286,-73.49633,1.0,True,DIFF_TIME_DIFF_STATE,voice,50,0.00 km/h,,UNKNOWN,False,LOCATION_CHANGE_IMPOSSIBLE,UNKNOWN,TOWER_JUMP_DETECTION
01/05/22 18:53,01/05/22 18:53,Connecticut,100,41.17286,-73.49633,0.0,True,SAME_TIME_DIFF_STATE,voice,50,0.00 km/h,,UNKNOWN,False,LOCATION_CHANGE_IMPOSSIBLE,UNKNOWN,TOWER_JUMP_DETECTION
01/05/22 18:54,01/05/22 18:54,Connecticut,100,41.17286,-73.49633,1.0,True,DIFF_TIME_DIFF_STATE,voice,50,0.00 km/h,,UNKNOWN,False,LOCATION_CHANGE_IMPOSSIBLE,UNKNOWN,TOWER_JUMP_DETECTION
01/05/22 18:54,01/05/22 18:54,Connecticut,100,41.17286,-73.49633,0.0,True,SAME_TIME_DIFF_STATE,sms,50,0.00 km/h,,UNKNOWN,False,LOCATION_CHANGE_IMPOSSIBLE,UNKNOWN,TOWER_JUMP_DETECTION
01/05/22 18:54,01/05/22 18:54,Connecticut,100,41.17286,-73.49633,0.0,True,SAME_TIME_DIFF_STATE,voice,50,0.00 km/h,,UNKNOWN,False,LOCATION_CHANGE_IMPOSSIBLE,UNKNOWN,TOWER_JUMP_DETECTION
01/05/22 18:55,01/05/22 18:55,Connecticut,100,41.17286,-73.49633,1.0,True,DIFF_TIME_DIFF_STATE,voice,100,0.00 km/h,,UNKNOWN,False,LOCATION_CHANGE_IMPOSSIBLE,UNKNOWN,TOWER_JUMP_DETECTION
01/05/22 18:55,01/05/22 18:55,,100,0.0,0.0,0,False,False,voice,0,0.00 km/h,,UNKNOWN,False,NO_CONFLICT,,
01/05/22 18:57,01/05/22 18:57,UNKNOWN,100,,,0,False,False,sms,0,0.00 km/h,,UNKNOWN,False,NO_CONFLICT,,
01/05/22 18:57,01/05/22 18:57,UNKNOWN,100,,,0,False,False,sms,0,0.00 km/h,,UNKNOWN,False,NO_CONFLICT,,
